bedrooms,bathrooms,toilets,parking_space,property_type,town,state,total_rooms,price
5,6,7,8,Detached Duplex,Ajah,Lagos,26,150000000
5,5,5,3,Detached Duplex,Ajah,Lagos,18,45000000
4,4,5,2,Semi Detached Duplex,Lekki,Lagos,15,74000000
5,6,6,4,Semi Detached Duplex,Lekki,Lagos,21,160000000
3,2,3,3,Block of Flats,Kubwa,Abuja,11,20000000
3,3,3,4,Terraced Duplexes,Lekki,Lagos,13,30000000
5,5,6,4,Detached Duplex,Asaba,Delta,20,125000000
5,5,5,4,Terraced Duplexes,Akinyele,Oyo,19,40000000
3,3,4,4,Detached Bungalow,Abeokuta South,Ogun,14,35000000
4,4,5,6,Terraced Duplexes,Guzape District,Abuja,19,65000000
1,2,2,2,Terraced Duplexes,Lekki,Lagos,7,35000000
5,5,6,1,Detached Duplex,Lekki,Lagos,17,320000000
4,5,4,4,Semi Detached Duplex,Gwarinpa,Abuja,17,100000000
5,5,6,5,Detached Duplex,Lekki,Lagos,21,360000000
3,4,4,8,Block of Flats,Utako,Abuja,19,400000000
5,5,6,4,Terraced Duplexes,Lekki,Lagos,20,110000000
4,4,4,4,Semi Detached Duplex,Bwari,Abuja,16,25000000
4,5,5,4,Terraced Duplexes,Kado,Abuja,18,105000000
6,6,8,1,Detached Duplex,Gwarinpa,Abuja,21,200000000
5,5,6,7,Detached Duplex,Lekki,Lagos,23,400000000
4,4,4,4,Detached Duplex,Ajah,Lagos,16,120000000
3,3,3,2,Terraced Duplexes,Ajah,Lagos,11,30550000
6,6,4,6,Detached Bungalow,Surulere,Lagos,22,80000000
7,7,7,6,Detached Duplex,Agege,Lagos,27,25000000
3,3,3,4,Detached Bungalow,Ibeju Lekki,Lagos,13,26000000
5,5,5,5,Detached Duplex,Port Harcourt,Rivers,20,75000000
3,3,3,3,Terraced Duplexes,Ajah,Lagos,12,39500000
3,2,3,2,Block of Flats,Port Harcourt,Rivers,10,50000000
2,3,3,2,Block of Flats,Ajah,Lagos,10,18000000
4,5,5,4,Detached Duplex,Lokogoma District,Abuja,18,70000000
2,5,5,4,Block of Flats,Lekki,Lagos,16,16000000
5,5,6,8,Detached Duplex,Lekki,Lagos,24,380000000
3,3,4,4,Block of Flats,Shomolu,Anambara,14,100000000
4,4,5,4,Semi Detached Duplex,Guzape District,Abuja,17,80000000
4,5,5,4,Detached Duplex,Ikeja,Lagos,18,120000000
5,7,6,4,Terraced Duplexes,Lekki,Lagos,22,130000000
4,4,5,5,Detached Bungalow,Port Harcourt,Rivers,18,45000000
5,5,5,4,Detached Duplex,Ikeja,Lagos,19,110000000
5,5,6,9,Detached Duplex,Port Harcourt,Rivers,25,48000000
4,5,5,4,Detached Bungalow,Ibadan,Oyo,18,12000000
4,5,6,4,Terraced Duplexes,Victoria Island (VI),Lagos,19,145000000
4,4,5,2,Detached Duplex,Oluyole,Oyo,15,32000000
4,5,5,3,Detached Duplex,Lekki,Lagos,17,82000000
5,6,6,2,Detached Duplex,Lekki,Lagos,19,150000000
3,5,5,4,Detached Bungalow,Ibeju Lekki,Lagos,17,13000000
5,5,6,2,Detached Duplex,Lekki,Lagos,18,106000000
3,4,4,6,Detached Bungalow,Obafemi Owode,Ogun,17,12000000
3,3,4,7,Detached Bungalow,Lugbe District,Abuja,17,42000000
4,4,5,1,Semi Detached Duplex,Asokoro District,Abuja,14,80000000
3,3,4,2,Terraced Duplexes,Life Camp,Abuja,12,55000000
2,2,3,8,Block of Flats,Owerri Municipal,Imo,15,65000000
1,6,8,4,Detached Bungalow,Ikorodu,Anambara,19,45000000
5,5,6,5,Detached Duplex,Asaba,Delta,21,90000000
5,7,8,3,Detached Duplex,Lekki,Lagos,23,200000000
3,3,3,2,Detached Bungalow,Ibeju Lekki,Lagos,11,17000000
5,5,6,3,Detached Duplex,Lekki,Lagos,19,99000000
5,5,5,4,Detached Duplex,Maitama District,Abuja,19,360000000
3,5,5,4,Detached Bungalow,Gwarinpa,Abuja,17,70000000
4,5,5,4,Detached Bungalow,Idu Industrial,Abuja,18,25000000
3,3,4,2,Semi Detached Bungalow,Lekki,Lagos,12,18500000
2,2,3,2,Block of Flats,Ajah,Lagos,9,23000000
3,1,1,4,Block of Flats,Agege,Lagos,9,15000000
5,5,6,7,Detached Duplex,Ibeju Lekki,Lagos,23,58000000
1,1,1,4,Detached Duplex,Ibadan,Oyo,7,160000000
9,9,1,4,Detached Duplex,Lekki,Lagos,23,50000000
3,3,3,4,Detached Duplex,Owerri Municipal,Imo,13,37000000
4,4,5,1,Terraced Duplexes,Lekki,Lagos,14,90000000
3,3,4,3,Semi Detached Duplex,Lekki,Lagos,13,35000000
5,5,5,4,Detached Duplex,Ogudu,Lagos,19,80000000
3,4,4,3,Detached Bungalow,Ibeju Lekki,Lagos,14,25000000
4,6,5,6,Detached Duplex,Lekki,Lagos,21,75000000
5,5,6,4,Semi Detached Duplex,Lekki,Lagos,20,170000000
6,6,7,4,Detached Duplex,Lekki,Lagos,23,420000000
5,5,6,4,Semi Detached Duplex,Katampe,Abuja,20,200000000
4,4,5,3,Terraced Bungalow,Ajah,Lagos,16,38000000
5,6,6,5,Detached Duplex,Magodo,Lagos,22,170000000
5,5,5,4,Detached Duplex,Mbora (Nbora),Abuja,19,50000000
5,5,5,4,Detached Duplex,Jahi,Abuja,19,170000000
1,5,2,2,Terraced Bungalow,Ajah,Lagos,10,22000000
4,4,4,4,Detached Duplex,Magodo,Lagos,16,140000000
2,5,5,4,Block of Flats,Alimosho,Lagos,16,150000000
5,5,5,4,Detached Bungalow,Gudu,Abuja,19,59000000
6,6,7,4,Detached Duplex,Owerri Municipal,Imo,23,30000000
6,7,7,6,Semi Detached Duplex,Apo,Abuja,26,100000000
4,4,5,7,Detached Duplex,Arepo,Ogun,20,65000000
4,4,5,4,Terraced Bungalow,Lekki,Lagos,17,90000000
1,5,2,6,Detached Bungalow,Ifako-Ijaiye,Lagos,14,12000000
5,6,7,7,Detached Duplex,Lekki,Lagos,25,200000000
4,6,5,4,Terraced Duplexes,Ikoyi,Lagos,19,150000000
5,5,6,4,Detached Duplex,Isheri North,Lagos,20,70000000
6,6,7,7,Detached Duplex,Lekki,Lagos,26,155000000
6,3,4,4,Detached Duplex,Isheri North,Lagos,17,150000000
2,2,2,1,Block of Flats,Ajah,Lagos,7,63000000
5,5,5,3,Detached Duplex,Lekki,Lagos,18,125000000
3,5,5,4,Block of Flats,Maryland,Lagos,17,90000000
4,4,5,6,Detached Duplex,Lekki,Lagos,19,350000000
3,3,4,4,Detached Bungalow,Lokogoma District,Abuja,14,26000000
4,4,5,6,Detached Duplex,Lekki,Lagos,19,150000000
4,4,5,4,Detached Duplex,Wuse 2,Abuja,17,450000000
3,1,1,1,Block of Flats,Magodo,Lagos,6,120000000
4,5,6,1,Detached Duplex,Lokogoma District,Abuja,16,70000000
3,5,4,3,Terraced Duplexes,Lekki,Lagos,15,100000000
3,4,4,1,Block of Flats,Lekki,Lagos,12,40000000
4,4,4,4,Detached Duplex,Ajah,Lagos,16,55000000
1,1,1,4,Detached Duplex,Ilupeju,Lagos,7,100000000
2,1,1,4,Block of Flats,Ojo,Lagos,8,40000000
2,5,5,4,Detached Bungalow,Nyanya,Abuja,16,15000000
4,4,5,4,Detached Duplex,Durumi,Abuja,17,145000000
3,3,4,4,Semi Detached Bungalow,Gaduwa,Abuja,14,27000000
6,6,7,4,Detached Duplex,Lekki,Lagos,23,120000000
4,5,5,4,Semi Detached Duplex,Ikeja,Lagos,18,100000000
4,4,5,4,Semi Detached Duplex,Ogudu,Lagos,17,125000000
4,5,5,2,Terraced Duplexes,Wuye,Abuja,16,75000000
4,5,6,4,Detached Bungalow,Ajah,Lagos,19,35000000
2,3,3,3,Block of Flats,Ajah,Lagos,11,19900000
5,5,6,5,Semi Detached Duplex,Durumi,Abuja,21,150000000
7,7,8,5,Detached Duplex,Katampe,Abuja,27,280000000
6,7,7,1,Detached Duplex,Victoria Island (VI),Lagos,21,450000000
5,5,5,4,Detached Duplex,Gwarinpa,Abuja,19,400000000
5,6,6,4,Semi Detached Duplex,Lekki,Lagos,21,140000000
5,4,4,4,Detached Bungalow,Ikorodu,Lagos,17,13500000
4,4,5,7,Detached Duplex,Duboyi,Abuja,20,120000000
2,5,4,1,Detached Bungalow,Kubwa,Abuja,12,37000000
4,4,4,4,Detached Bungalow,Lekki,Lagos,16,65000000
3,3,5,2,Detached Duplex,Ipaja,Lagos,13,28000000
4,4,5,5,Semi Detached Duplex,Isheri North,Lagos,18,58000000
3,4,4,4,Detached Bungalow,Kubwa,Abuja,15,30000000
5,5,6,8,Detached Duplex,Gaduwa,Abuja,24,90000000
3,5,5,4,Semi Detached Bungalow,Port Harcourt,Rivers,17,25000000
3,5,5,4,Detached Bungalow,Ibadan,Oyo,17,14000000
3,4,4,6,Detached Bungalow,Mowe Ofada,Ogun,17,11000000
1,5,5,4,Block of Flats,Ibadan,Oyo,15,35000000
4,4,5,9,Detached Duplex,Lekki,Lagos,22,90000000
3,3,4,2,Block of Flats,Gaduwa,Abuja,12,27000000
3,3,3,2,Block of Flats,Lekki,Lagos,11,34000000
4,5,5,4,Detached Duplex,Port Harcourt,Rivers,18,130000000
4,6,7,4,Detached Duplex,Lekki,Lagos,21,75000000
4,4,5,4,Block of Flats,Victoria Island (VI),Lagos,17,210000000
4,4,5,5,Terraced Duplexes,Lekki,Lagos,18,90000000
4,4,5,8,Detached Bungalow,Sango Ota,Ogun,21,17000000
5,5,6,4,Detached Duplex,Guzape District,Abuja,20,150000000
4,4,5,4,Semi Detached Duplex,Wuye,Abuja,17,120000000
2,5,5,6,Detached Bungalow,Ikotun,Lagos,18,14000000
4,4,4,7,Detached Bungalow,Gwarinpa,Abuja,19,35000000
5,5,6,4,Detached Duplex,Isheri North,Lagos,20,40000000
6,6,7,8,Detached Duplex,Lekki,Lagos,27,200000000
3,2,3,1,Block of Flats,Alimosho,Lagos,9,40000000
6,7,7,4,Detached Duplex,Lekki,Lagos,24,420000000
4,5,5,4,Semi Detached Duplex,Lekki,Lagos,18,48000000
3,3,4,9,Detached Bungalow,Gwarinpa,Abuja,19,45000000
8,8,1,1,Detached Duplex,Apo,Abuja,18,98000000
5,5,6,3,Detached Duplex,Ajah,Lagos,19,120000000
5,5,5,4,Detached Duplex,Ikoyi,Lagos,19,360000000
4,5,5,4,Detached Duplex,Diplomatic Zones,Abuja,18,250000000
6,4,4,2,Detached Bungalow,Surulere,Lagos,16,65000000
4,4,5,4,Terraced Duplexes,Victoria Island (VI),Lagos,17,155000000
4,4,5,8,Detached Duplex,Gwarinpa,Abuja,21,185000000
4,4,5,3,Detached Duplex,Ikeja,Lagos,16,150000000
3,3,4,4,Block of Flats,Lekki,Lagos,14,68000000
6,7,7,7,Detached Duplex,Lekki,Lagos,27,190000000
5,5,5,1,Semi Detached Duplex,Lekki,Lagos,16,120000000
4,4,5,2,Terraced Duplexes,Ajah,Lagos,15,40500000
3,3,4,5,Terraced Duplexes,Lekki,Lagos,15,60000000
5,5,5,5,Semi Detached Duplex,Wuse 2,Abuja,20,170000000
5,5,5,4,Terraced Duplexes,Lekki,Lagos,19,130000000
7,7,8,4,Terraced Duplexes,Katampe,Abuja,26,125000000
7,7,8,1,Detached Duplex,Victoria Island (VI),Lagos,23,420000000
1,4,4,4,Block of Flats,Ibadan,Oyo,13,27000000
4,2,2,4,Detached Bungalow,Ibadan,Oyo,12,26000000
2,3,3,6,Detached Bungalow,Gwarinpa,Abuja,14,45000000
3,5,5,4,Block of Flats,Yaba,Lagos,17,45000000
4,3,3,4,Terraced Duplexes,Lekki,Lagos,14,45000000
4,5,6,6,Semi Detached Duplex,Wuye,Abuja,21,150000000
5,5,5,4,Detached Duplex,Mabushi,Abuja,19,190000000
4,5,5,4,Detached Duplex,Lugbe District,Abuja,18,47000000
3,4,4,4,Detached Bungalow,Ikorodu,Lagos,15,8500000
5,5,6,4,Detached Duplex,Lekki,Lagos,20,197000000
4,5,5,8,Detached Duplex,Lekki,Lagos,22,220000000
2,3,3,4,Block of Flats,Lekki,Lagos,12,44000000
7,7,8,3,Detached Bungalow,Ibadan,Oyo,25,15500000
5,5,6,1,Detached Duplex,Magodo,Lagos,17,170000000
6,6,6,4,Detached Duplex,Isolo,Lagos,22,150000000
4,5,5,3,Detached Duplex,Port Harcourt,Rivers,17,60000000
4,4,5,4,Semi Detached Duplex,Lugbe District,Abuja,17,65000000
4,5,5,1,Detached Duplex,Lokogoma District,Abuja,15,47000000
5,5,6,4,Semi Detached Duplex,Victoria Island (VI),Lagos,20,135000000
3,3,4,6,Detached Bungalow,Lokogoma District,Abuja,16,26000000
2,2,3,2,Block of Flats,Ajah,Lagos,9,29900000
5,6,7,4,Detached Duplex,Lekki,Lagos,22,145000000
5,5,5,8,Detached Duplex,Lekki,Lagos,23,75000000
4,5,5,6,Detached Duplex,Isheri North,Lagos,20,70000000
4,4,5,2,Terraced Duplexes,Lekki,Lagos,15,49000000
5,5,5,4,Detached Duplex,Ikoyi,Lagos,19,130000000
4,5,5,3,Terraced Duplexes,Kubwa,Abuja,17,39000000
4,5,5,4,Block of Flats,Wuse,Abuja,18,220000000
5,5,7,4,Detached Duplex,Lekki,Lagos,21,320000000
6,6,8,1,Detached Duplex,Guzape District,Abuja,21,300000000
6,5,6,8,Detached Duplex,Ibadan South-West,Oyo,25,73000000
3,4,4,4,Detached Bungalow,Lokogoma District,Abuja,15,30000000
5,5,6,1,Detached Duplex,Lekki,Lagos,17,98000000
4,4,5,3,Terraced Duplexes,Life Camp,Abuja,16,85000000
5,5,5,4,Detached Duplex,Ikorodu,Lagos,19,50000000
3,3,4,3,Block of Flats,Ajah,Lagos,13,30000000
5,5,5,4,Detached Duplex,Lekki,Lagos,19,230000000
5,5,5,8,Detached Duplex,Lekki,Lagos,23,170000000
1,1,1,4,Block of Flats,Owerri Municipal,Imo,7,40000000
3,3,4,2,Block of Flats,Ajah,Lagos,12,24700000
6,7,7,8,Detached Duplex,Isheri North,Lagos,28,135000000
2,2,2,4,Semi Detached Bungalow,Ibeju Lekki,Lagos,10,9000000
2,2,3,3,Block of Flats,Lekki,Lagos,10,40000000
3,3,4,3,Detached Bungalow,Ifo,Ogun,13,25000000
5,4,5,3,Terraced Duplexes,Lekki,Lagos,17,65000000
4,4,5,2,Terraced Duplexes,Lekki,Lagos,15,145000000
6,1,1,4,Detached Duplex,Ikeja,Lagos,12,550000000
8,5,5,4,Detached Duplex,Amuwo Odofin,Lagos,22,90000000
3,4,4,4,Detached Bungalow,Ajah,Lagos,15,50000000
2,2,3,4,Block of Flats,Victoria Island (VI),Lagos,11,60000000
1,1,2,2,Block of Flats,Port Harcourt,Rivers,6,160000000
2,2,2,3,Detached Bungalow,Sango Ota,Ogun,9,7000000
2,2,3,2,Detached Bungalow,Lekki,Lagos,9,16000000
6,7,7,1,Detached Duplex,Port Harcourt,Rivers,21,140000000
4,6,6,4,Semi Detached Duplex,Lekki,Lagos,20,75000000
5,5,5,4,Semi Detached Duplex,Apo,Abuja,19,65000000
5,5,6,4,Detached Bungalow,Lekki,Lagos,20,320000000
5,6,6,4,Detached Duplex,Lekki,Lagos,21,410000000
2,5,2,5,Block of Flats,Alimosho,Lagos,14,30000000
3,3,3,4,Detached Bungalow,Mowe Ofada,Ogun,13,15000000
5,5,6,6,Detached Duplex,Ikeja,Lagos,22,220000000
4,4,5,1,Detached Duplex,Apo,Abuja,14,53000000
4,4,5,2,Terraced Duplexes,Lekki,Lagos,15,43000000
4,5,6,6,Semi Detached Duplex,Katampe,Abuja,21,120000000
3,2,2,4,Detached Bungalow,Ipaja,Lagos,11,10000000
2,2,3,1,Block of Flats,Port Harcourt,Rivers,8,50000000
3,3,3,2,Detached Bungalow,Ibeju Lekki,Lagos,11,35000000
6,6,7,6,Detached Duplex,Lekki,Lagos,25,76000000
4,3,4,2,Terraced Duplexes,Lekki,Lagos,13,110000000
5,5,5,4,Semi Detached Duplex,Lekki,Lagos,19,125000000
4,4,4,4,Detached Duplex,Mowe Ofada,Ogun,16,40000000
4,4,5,4,Semi Detached Duplex,Lekki,Lagos,17,30000000
9,9,1,1,Detached Duplex,Lekki,Lagos,20,255000000
3,3,3,4,Detached Bungalow,Ibeju Lekki,Lagos,13,19000000
4,4,5,6,Detached Duplex,Lekki,Lagos,19,260000000
5,6,6,4,Detached Duplex,Gwarinpa,Abuja,21,80000000
4,5,5,4,Terraced Duplexes,Jahi,Abuja,18,59000000
5,5,6,4,Semi Detached Bungalow,Ajah,Lagos,20,70000000
3,5,5,4,Terraced Duplexes,Ajah,Lagos,17,47000000
5,5,6,4,Terraced Duplexes,Guzape District,Abuja,20,280000000
4,4,4,5,Detached Duplex,Alimosho,Lagos,17,70000000
5,5,5,5,Detached Bungalow,Ipaja,Lagos,20,35000000
4,1,1,4,Semi Detached Duplex,Maryland,Lagos,10,220000000
5,5,6,8,Detached Duplex,Ikotun,Lagos,24,65000000
2,2,3,2,Block of Flats,Lekki,Lagos,9,39900000
4,5,5,4,Detached Duplex,Kaduna North,Kaduna,18,85000000
4,5,5,4,Terraced Duplexes,Gwarinpa,Abuja,18,75000000
6,7,8,6,Detached Duplex,Lekki,Lagos,27,140000000
4,5,5,4,Semi Detached Duplex,Ajah,Lagos,18,38000000
5,4,5,5,Detached Duplex,Ajah,Lagos,19,60000000
4,4,5,1,Detached Bungalow,Alimosho,Lagos,14,30000000
4,4,5,4,Detached Duplex,Lugbe District,Abuja,17,75000000
5,5,6,4,Detached Duplex,Victoria Island (VI),Lagos,20,220000000
4,4,5,4,Detached Duplex,Ibeju Lekki,Lagos,17,32000000
1,8,8,6,Semi Detached Duplex,Enugu,Enugu,23,40000000
5,5,6,4,Detached Duplex,Lekki,Lagos,20,117000000
4,4,5,4,Detached Duplex,Victoria Island (VI),Lagos,17,160000000
5,6,7,5,Detached Duplex,Ajah,Lagos,23,97000000
4,4,5,6,Detached Duplex,Port Harcourt,Rivers,19,60000000
5,5,6,4,Semi Detached Duplex,Lekki,Lagos,20,320000000
4,4,5,5,Detached Bungalow,Asaba,Delta,18,30000000
3,4,4,1,Detached Bungalow,Ajah,Lagos,12,22000000
6,6,7,5,Detached Duplex,Lekki,Lagos,24,110000000
6,5,7,5,Detached Duplex,Lekki,Lagos,23,140000000
4,6,6,4,Detached Duplex,Lekki,Lagos,20,130000000
1,2,2,2,Block of Flats,Lekki,Lagos,7,27500000
5,5,6,7,Detached Duplex,Ikoyi,Lagos,23,550000000
7,7,7,4,Detached Duplex,Ikeja,Lagos,25,200000000
6,5,7,1,Detached Duplex,Victoria Island (VI),Lagos,19,460000000
5,2,2,4,Semi Detached Bungalow,Agege,Lagos,13,8000000
5,4,4,4,Detached Bungalow,Ibadan,Oyo,17,30000000
2,2,2,1,Detached Bungalow,Epe,Lagos,7,12000000
4,4,4,2,Detached Bungalow,Life Camp,Abuja,14,150000000
3,4,4,4,Detached Bungalow,Galadimawa,Abuja,15,68000000
4,4,5,8,Detached Duplex,Ikorodu,Lagos,21,22000000
3,3,4,1,Detached Duplex,Asaba,Delta,11,300000000
5,6,6,4,Terraced Bungalow,Victoria Island (VI),Lagos,21,135000000
5,7,6,7,Detached Duplex,Guzape District,Abuja,25,200000000
4,5,4,4,Detached Duplex,Ajah,Lagos,17,42000000
5,5,6,4,Semi Detached Duplex,Ibeju Lekki,Lagos,20,65000000
3,3,3,1,Terraced Bungalow,Ajah,Lagos,10,38000000
5,5,6,4,Detached Duplex,Ikoyi,Lagos,20,320000000
4,5,5,4,Terraced Duplexes,Victoria Island (VI),Lagos,18,150000000
4,4,5,2,Semi Detached Duplex,Port Harcourt,Rivers,15,50000000
5,5,5,4,Detached Duplex,Yaba,Lagos,19,55000000
6,6,6,2,Detached Duplex,Karu,Abuja,20,80000000
5,7,7,3,Detached Duplex,Port Harcourt,Rivers,22,49000000
3,5,4,4,Semi Detached Bungalow,Ibeju Lekki,Lagos,16,18000000
3,4,4,2,Block of Flats,Yaba,Lagos,13,40000000
6,7,7,8,Detached Duplex,Lekki,Lagos,28,410000000
1,5,5,4,Semi Detached Duplex,Ikeja,Lagos,15,160000000
3,2,2,2,Detached Bungalow,Ikorodu,Lagos,9,7500000
5,7,7,1,Detached Duplex,Gwarinpa,Abuja,20,125000000
5,6,6,4,Detached Duplex,Lekki,Lagos,21,73000000
5,5,6,4,Detached Duplex,Ajah,Lagos,20,47000000
3,3,3,6,Detached Bungalow,Mowe Town,Ogun,15,9500000
4,4,5,4,Terraced Duplexes,Guzape District,Anambara,17,75000000
4,5,6,2,Terraced Duplexes,Lekki,Lagos,17,60000000
5,6,6,7,Terraced Duplexes,Mabushi,Abuja,24,150000000
5,4,4,4,Detached Duplex,Owerri Municipal,Imo,17,300000000
4,5,5,4,Block of Flats,Sango Ota,Ogun,18,35000000
4,4,5,4,Detached Bungalow,Port Harcourt,Rivers,17,25000000
4,5,5,4,Detached Duplex,Lokogoma District,Abuja,18,38000000
5,5,6,6,Detached Duplex,Magodo,Lagos,22,260000000
4,4,5,5,Detached Duplex,Lekki,Lagos,18,60000000
2,2,3,3,Detached Duplex,Ajah,Lagos,10,27000000
2,2,3,2,Terraced Duplexes,Lekki,Lagos,9,60000000
6,6,6,8,Detached Duplex,Ikotun,Lagos,26,40000000
4,4,4,4,Semi Detached Duplex,Ikoyi,Lagos,16,260000000
1,5,5,1,Block of Flats,Ajah,Lagos,12,12000000
2,2,3,4,Detached Bungalow,Obafemi Owode,Ogun,11,9500000
5,5,6,8,Detached Duplex,Ikeja,Lagos,24,150000000
4,4,5,5,Block of Flats,Ibadan,Oyo,18,6500000
4,5,5,4,Terraced Duplexes,Gwarinpa,Abuja,18,350000000
6,5,5,4,Detached Duplex,Guzape District,Abuja,20,120000000
4,5,6,4,Terraced Duplexes,Wuye,Abuja,19,65000000
5,5,6,3,Detached Duplex,Lekki,Lagos,19,173000000
2,2,2,2,Detached Bungalow,Abeokuta South,Ogun,8,30000000
4,5,5,6,Detached Duplex,Lekki,Lagos,20,68000000
9,9,1,4,Detached Duplex,Asokoro District,Abuja,23,300000000
1,1,1,4,Block of Flats,Magodo,Lagos,7,115000000
4,4,5,5,Detached Duplex,Ilupeju,Lagos,18,95000000
3,3,4,2,Terraced Duplexes,Ajah,Lagos,12,16500000
4,5,5,4,Semi Detached Duplex,Lekki,Lagos,18,82000000
3,2,3,4,Semi Detached Duplex,Ikorodu,Lagos,12,60000000
6,7,7,8,Detached Duplex,Life Camp,Abuja,28,70000000
3,3,4,3,Terraced Duplexes,Surulere,Lagos,13,55000000
4,5,5,4,Block of Flats,Maryland,Lagos,18,200000000
9,9,1,1,Detached Duplex,Oredo,Edo,20,60000000
6,7,7,1,Detached Duplex,Lekki,Lagos,21,200000000
2,2,3,3,Block of Flats,Eko Atlantic City,Lagos,10,800000
3,3,4,5,Detached Bungalow,Lekki,Lagos,15,37000000
3,5,5,4,Detached Bungalow,Lugbe District,Abuja,17,37000000
6,6,6,1,Detached Bungalow,Oredo,Edo,19,35000000
4,5,5,5,Terraced Duplexes,Kubwa,Abuja,19,55000000
4,5,5,5,Detached Bungalow,Port Harcourt,Anambara,19,32000000
6,6,7,3,Detached Duplex,Isheri North,Lagos,22,150000000
1,1,1,4,Block of Flats,Owerri Municipal,Imo,7,65000000
3,3,4,6,Detached Bungalow,Enugu,Enugu,16,14000000
5,5,6,4,Detached Duplex,Magodo,Lagos,20,165000000
3,3,4,4,Detached Bungalow,Galadimawa,Abuja,14,20000000
4,4,5,4,Terraced Duplexes,Apo,Abuja,17,38000000
5,5,6,7,Detached Duplex,Magodo,Lagos,23,190000000
4,5,5,4,Terraced Duplexes,Jahi,Abuja,18,22500000
5,5,6,5,Detached Duplex,Lekki,Lagos,21,58000000
5,4,5,3,Semi Detached Duplex,Mabushi,Abuja,17,160000000
4,5,5,4,Detached Duplex,Isheri North,Lagos,18,80000000
5,5,6,4,Terraced Duplexes,Ikoyi,Lagos,20,260000000
5,5,6,8,Detached Duplex,Lekki,Lagos,24,90000000
5,6,7,5,Detached Duplex,Ajah,Lagos,23,85000000
4,5,5,5,Terraced Duplexes,Wuye,Abuja,19,130000000
5,5,5,4,Detached Bungalow,Ibadan,Oyo,19,29000000
5,6,5,4,Detached Duplex,Lekki,Lagos,20,270000000
5,6,7,4,Terraced Duplexes,Gaduwa,Abuja,22,57000000
2,8,8,4,Block of Flats,Ibafo,Ogun,22,18000000
4,4,5,5,Semi Detached Duplex,Wuye,Abuja,18,150000000
4,4,5,6,Terraced Duplexes,Victoria Island (VI),Lagos,19,170000000
4,4,5,5,Detached Duplex,Lekki,Lagos,18,240000000
2,5,5,4,Block of Flats,Lekki,Lagos,16,50000000
8,8,9,4,Block of Flats,Ajah,Lagos,29,25000000
3,4,4,3,Detached Bungalow,Ibeju Lekki,Lagos,14,24000000
4,4,5,4,Terraced Bungalow,Lekki,Lagos,17,47500000
6,5,4,4,Detached Bungalow,Oke-Aro,Ogun,19,12000000
6,6,7,4,Detached Duplex,Isheri North,Lagos,23,80000000
5,5,6,4,Detached Duplex,Owerri Municipal,Imo,20,70000000
5,5,7,5,Detached Duplex,Lekki,Lagos,22,150000000
4,4,4,4,Detached Duplex,Lekki,Lagos,16,68000000
5,5,5,4,Semi Detached Duplex,Katampe,Abuja,19,160000000
5,5,6,8,Detached Duplex,Lekki,Lagos,24,195000000
3,3,4,2,Terraced Duplexes,Ajah,Lagos,12,47500000
4,4,5,5,Semi Detached Duplex,Life Camp,Abuja,18,45000000
3,3,3,5,Detached Bungalow,Alimosho,Lagos,14,8500000
5,5,6,1,Detached Duplex,Owerri Municipal,Imo,17,50000000
8,8,9,4,Detached Bungalow,Osogbo,Osun,29,130000000
5,5,6,5,Semi Detached Duplex,Ikoyi,Lagos,21,320000000
5,5,7,1,Detached Duplex,Lekki,Lagos,18,450000000
5,5,5,5,Detached Duplex,Ajah,Lagos,20,70000000
5,4,6,6,Detached Duplex,Ikoyi,Lagos,21,400000000
3,3,3,4,Semi Detached Bungalow,Lugbe District,Abuja,13,19000000
5,5,6,5,Detached Duplex,Amuwo Odofin,Lagos,21,100000000
4,4,5,5,Detached Duplex,Life Camp,Abuja,18,100000000
6,5,7,4,Detached Duplex,Lekki,Lagos,22,350000000
6,5,6,2,Detached Duplex,Wuye,Abuja,19,175000000
4,5,5,5,Semi Detached Duplex,Apo,Abuja,19,80000000
7,7,8,5,Detached Duplex,Ikeja,Lagos,27,250000000
4,5,5,4,Block of Flats,Owerri West,Imo,18,75000000
5,5,7,4,Detached Duplex,Lekki,Lagos,21,240000000
7,7,8,7,Detached Duplex,Ajah,Lagos,29,50000000
3,5,5,4,Block of Flats,Isolo,Lagos,17,40000000
7,7,8,8,Detached Duplex,Victoria Island (VI),Lagos,30,250000000
4,4,4,4,Detached Bungalow,Ibadan,Oyo,16,40000000
6,7,7,4,Block of Flats,Ibadan,Oyo,24,140000000
4,5,6,3,Terraced Duplexes,Galadimawa,Abuja,18,35000000
4,5,5,4,Semi Detached Bungalow,Ibeju Lekki,Lagos,18,36000000
4,4,5,4,Detached Bungalow,Lekki,Lagos,17,40000000
2,2,2,2,Block of Flats,Ajah,Lagos,8,40000000
4,4,5,2,Terraced Duplexes,Lekki,Lagos,15,53000000
4,5,5,4,Detached Duplex,Lugbe District,Abuja,18,110000000
3,3,4,4,Block of Flats,Lekki,Lagos,14,75000000
4,4,5,3,Detached Duplex,Ibeju Lekki,Lagos,16,50000000
3,5,5,4,Block of Flats,Kaura,Abuja,17,25000000
3,5,3,3,Block of Flats,Ikoyi,Lagos,14,170000000
5,5,5,1,Semi Detached Duplex,Ifo,Ogun,16,40000000
4,4,5,4,Terraced Duplexes,Jahi,Abuja,17,79999999
3,3,3,9,Detached Bungalow,Lokogoma District,Abuja,18,28000000
